id_cuaca,tanggal,lokasi_kode,latitude,longitude,zona_waktu,hujan_mm,prob_hujan,intensitas_hujan,suhu_min_c,suhu_max_c,kelembaban_rh_avg,angin_kecepatan_avg_ms,angin_gust_max_ms,angin_arah_derajat,tekanan_hpa_avg,visibilitas_km_avg,wet_bulb_c,petir_count
CWC_20250619_STOCKPILE,2025-06-19 00:00:00,STOCKPILE,-1.94,116.92,Asia/Makassar,19.8,0.01,Ringan,25.7,33.2,88,3.1,8.7,24,1005.7,8.1,23.4,0
CWC_20250619_PORT,2025-06-19 00:00:00,PORT,-1.93,116.95,Asia/Makassar,70.3,0.85,Lebat,24.8,31.7,88.2,3.8,8.4,254,1009,6.4,22.5,0
CWC_20250620_PIT_A,2025-06-20 00:00:00,PIT_A,-1.95,116.85,Asia/Makassar,10.7,0.8,Ringan,26.4,31.2,80.6,2,6.8,27,1011.1,6.2,24.8,0
CWC_20250620_PIT_B,2025-06-20 00:00:00,PIT_B,-1.97,116.88,Asia/Makassar,35.4,0.37,Sedang,26.6,32.7,75.3,1.8,5.7,213,1007.6,5.7,23.8,0
CWC_20250620_ROAD_01,2025-06-20 00:00:00,ROAD_01,-1.96,116.9,Asia/Makassar,52.8,0.7,Lebat,25.1,30.5,84.2,0.8,2.8,78,1011.6,7.1,22.4,0
CWC_20250620_STOCKPILE,2025-06-20 00:00:00,STOCKPILE,-1.94,116.92,Asia/Makassar,54.6,0.36,Lebat,25.6,30.8,67,1.6,2.9,103,1009.4,7.5,23,0
CWC_20250620_PORT,2025-06-20 00:00:00,PORT,-1.93,116.95,Asia/Makassar,65.3,0.57,Lebat,26.6,31.1,67.8,2.7,6.6,207,1009.1,5.5,24.9,0
CWC_20250621_PIT_A,2025-06-21 00:00:00,PIT_A,-1.95,116.85,Asia/Makassar,16.9,0.16,Ringan,24.6,31.1,71.2,2.5,3.6,355,1014,8.5,21.7,0
CWC_20250621_PIT_B,2025-06-21 00:00:00,PIT_B,-1.97,116.88,Asia/Makassar,74.1,0.02,Lebat,25.7,32,76.2,3.7,6.4,303,1011.2,5.5,23.4,0
CWC_20250621_ROAD_01,2025-06-21 00:00:00,ROAD_01,-1.96,116.9,Asia/Makassar,18.6,0.77,Ringan,24.2,31.8,70.8,1.5,6.8,137,1010.8,6.2,23,0
CWC_20250621_STOCKPILE,2025-06-21 00:00:00,STOCKPILE,-1.94,116.92,Asia/Makassar,61.4,0.26,Lebat,26.9,34.4,93.6,3.6,8,107,1014,8.6,24.2,0
CWC_20250621_PORT,2025-06-21 00:00:00,PORT,-1.93,116.95,Asia/Makassar,41.1,0.73,Sedang,26.2,31.9,80.3,2,4.7,93,1010.8,7.1,25,0
CWC_20250622_PIT_A,2025-06-22 00:00:00,PIT_A,-1.95,116.85,Asia/Makassar,4.9,0.38,Ringan,24.6,30.6,80.5,2.4,6.6,294,1008.5,6.6,22.5,0
CWC_20250622_PIT_B,2025-06-22 00:00:00,PIT_B,-1.97,116.88,Asia/Makassar,70.6,0.34,Lebat,24.3,28.8,90.9,3.1,8.6,194,1011,9.5,22.4,0
CWC_20250622_ROAD_01,2025-06-22 00:00:00,ROAD_01,-1.96,116.9,Asia/Makassar,19.3,0.2,Ringan,25.6,33.1,71.4,0.9,4.2,86,1014.6,9.8,23,0
CWC_20250622_STOCKPILE,2025-06-22 00:00:00,STOCKPILE,-1.94,116.92,Asia/Makassar,52.3,0.82,Lebat,23.7,30.5,82.9,4.4,9.1,90,1013.1,7,22.1,0
CWC_20250622_PORT,2025-06-22 00:00:00,PORT,-1.93,116.95,Asia/Makassar,73.8,0.53,Lebat,25.3,33.1,83.2,1.1,5.1,63,1006.9,9.4,22.6,0
CWC_20250623_PIT_A,2025-06-23 00:00:00,PIT_A,-1.95,116.85,Asia/Makassar,74.5,0.89,Lebat,23.4,30.7,68.9,2.1,7.9,292,1006.6,9.5,20.9,10
CWC_20250623_PIT_B,2025-06-23 00:00:00,PIT_B,-1.97,116.88,Asia/Makassar,2.2,0.8,Ringan,26.3,32.3,85.9,4.1,6.9,340,1005.7,6.1,24.4,0
CWC_20250623_ROAD_01,2025-06-23 00:00:00,ROAD_01,-1.96,116.9,Asia/Makassar,52,0.68,Lebat,26.1,30.7,86.8,2.4,3.5,191,1011.5,8.5,23.9,0
CWC_20250623_STOCKPILE,2025-06-23 00:00:00,STOCKPILE,-1.94,116.92,Asia/Makassar,62,0.47,Lebat,25.9,31.2,91.7,1.2,6,262,1008.9,8.7,23.8,0
CWC_20250623_PORT,2025-06-23 00:00:00,PORT,-1.93,116.95,Asia/Makassar,33.5,0.93,Sedang,23.1,28.2,88.8,2,7.1,303,1005.5,6.1,20.8,0
CWC_20250624_PIT_A,2025-06-24 00:00:00,PIT_A,-1.95,116.85,Asia/Makassar,47,0.44,Sedang,27,32.4,89.9,1.7,3.9,253,1013.2,7.7,24.7,5
CWC_20250624_PIT_B,2025-06-24 00:00:00,PIT_B,-1.97,116.88,Asia/Makassar,35.4,0.02,Sedang,26.1,34,71.2,2.2,6.1,17,1007.2,6.8,23.5,0
CWC_20250624_ROAD_01,2025-06-24 00:00:00,ROAD_01,-1.96,116.9,Asia/Makassar,65.2,0.61,Lebat,26.7,34.6,86.6,0.9,4.5,17,1007,7.8,25.1,0
CWC_20250624_STOCKPILE,2025-06-24 00:00:00,STOCKPILE,-1.94,116.92,Asia/Makassar,1.5,0.78,Ringan,26.7,32.4,67.4,3.6,5.9,74,1011.3,8.5,25.2,0
CWC_20250624_PORT,2025-06-24 00:00:00,PORT,-1.93,116.95,Asia/Makassar,51.4,0.64,Lebat,23.3,29.2,73.5,2.2,7.3,249,1005.3,5.6,20.9,0
CWC_20250625_PIT_A,2025-06-25 00:00:00,PIT_A,-1.95,116.85,Asia/Makassar,69.4,0.53,Lebat,23,30.4,93.3,1.4,2.8,48,1012.7,8.9,20.2,0
CWC_20250625_PIT_B,2025-06-25 00:00:00,PIT_B,-1.97,116.88,Asia/Makassar,67.1,0.47,Lebat,24.8,29.4,70.4,2.5,3.9,161,1007.4,7,22.6,0
CWC_20250625_ROAD_01,2025-06-25 00:00:00,ROAD_01,-1.96,116.9,Asia/Makassar,68.5,0.48,Lebat,25.8,30.7,84.9,3.4,4.8,330,1009.9,9.4,23.2,0
CWC_20250625_STOCKPILE,2025-06-25 00:00:00,STOCKPILE,-1.94,116.92,Asia/Makassar,72.6,0.16,Lebat,26.8,33.7,66.3,2.7,8.6,181,1012.4,9.7,24.4,0
CWC_20250625_PORT,2025-06-25 00:00:00,PORT,-1.93,116.95,Asia/Makassar,7.4,0.3,Ringan,23.2,30.7,79.9,4.3,6.8,261,1006.8,8.3,21.5,0
CWC_20250626_PIT_A,2025-06-26 00:00:00,PIT_A,-1.95,116.85,Asia/Makassar,77.4,0.41,Lebat,26,30.6,65.2,0.6,2.6,147,1009.4,6.1,24.6,0
CWC_20250626_PIT_B,2025-06-26 00:00:00,PIT_B,-1.97,116.88,Asia/Makassar,70.3,0.53,Lebat,24.5,29.2,89.5,0.5,5,246,1014.5,9.4,21.6,0
CWC_20250626_ROAD_01,2025-06-26 00:00:00,ROAD_01,-1.96,116.9,Asia/Makassar,18.9,0.8,Ringan,24.3,31.6,89.4,1.5,6.1,166,1011.7,8.8,22.9,0
CWC_20250626_STOCKPILE,2025-06-26 00:00:00,STOCKPILE,-1.94,116.92,Asia/Makassar,65.1,0.11,Lebat,26.6,31,86.5,1.6,6.5,143,1010.7,8.6,25.2,0
CWC_20250626_PORT,2025-06-26 00:00:00,PORT,-1.93,116.95,Asia/Makassar,51.3,0.12,Lebat,26.1,30.3,90.9,2.4,7,21,1007.7,9.9,24.6,0
CWC_20250627_PIT_A,2025-06-27 00:00:00,PIT_A,-1.95,116.85,Asia/Makassar,23.1,0.42,Sedang,26.1,32.2,77.1,1.6,6.9,70,1007.6,7.8,23.4,0
CWC_20250627_PIT_B,2025-06-27 00:00:00,PIT_B,-1.97,116.88,Asia/Makassar,77.9,0.2,Lebat,27,31.3,90.4,1.5,5.5,294,1006.5,5.9,25.5,0
CWC_20250627_ROAD_01,2025-06-27 00:00:00,ROAD_01,-1.96,116.9,Asia/Makassar,18.8,0.16,Ringan,26.7,34.2,70.3,0.7,2.3,193,1007.2,9.7,24.1,0
CWC_20250627_STOCKPILE,2025-06-27 00:00:00,STOCKPILE,-1.94,116.92,Asia/Makassar,47.3,0.24,Sedang,26.3,32.9,77.6,1.2,5.9,336,1013.1,8,24.1,0
CWC_20250627_PORT,2025-06-27 00:00:00,PORT,-1.93,116.95,Asia/Makassar,15.1,0.4,Ringan,23.7,29,83.6,0.8,6,12,1010.9,7.9,21.9,0
CWC_20250628_PIT_A,2025-06-28 00:00:00,PIT_A,-1.95,116.85,Asia/Makassar,29.3,0.33,Sedang,24.7,29.4,84.5,3.2,7.5,238,1011.7,7.5,23.1,0
CWC_20250628_PIT_B,2025-06-28 00:00:00,PIT_B,-1.97,116.88,Asia/Makassar,40.3,0.17,Sedang,24.7,30.6,91.6,4.4,7.8,32,1009.4,7.6,22.6,0
CWC_20250628_ROAD_01,2025-06-28 00:00:00,ROAD_01,-1.96,116.9,Asia/Makassar,42.1,0.97,Sedang,26.3,33.7,75.7,3.2,6.6,91,1007.6,7.4,23.9,0
CWC_20250628_STOCKPILE,2025-06-28 00:00:00,STOCKPILE,-1.94,116.92,Asia/Makassar,24.7,0.18,Sedang,24.5,31.2,65.3,1.7,3.2,329,1011.7,5.5,23.4,0
CWC_20250628_PORT,2025-06-28 00:00:00,PORT,-1.93,116.95,Asia/Makassar,65.1,0.19,Lebat,23.4,29.6,66.6,1.3,6.7,25,1007.1,9.9,21.9,0
CWC_20250629_PIT_A,2025-06-29 00:00:00,PIT_A,-1.95,116.85,Asia/Makassar,77,0.04,Lebat,24.9,30.1,86.6,2.6,6,89,1014.7,7.9,23.6,0
CWC_20250629_PIT_B,2025-06-29 00:00:00,PIT_B,-1.97,116.88,Asia/Makassar,74.4,0.6,Lebat,23,30.4,80.6,0.6,6.4,19,1014.8,8.4,21.5,3
CWC_20250629_ROAD_01,2025-06-29 00:00:00,ROAD_01,-1.96,116.9,Asia/Makassar,20.8,0.36,Sedang,23.3,27.7,76.5,1.8,2.9,94,1013.4,8,21.2,0
CWC_20250629_STOCKPILE,2025-06-29 00:00:00,STOCKPILE,-1.94,116.92,Asia/Makassar,74.1,0.28,Lebat,23.5,31.2,65.5,4.3,10.2,276,1009.5,5.6,21.9,0
CWC_20250629_PORT,2025-06-29 00:00:00,PORT,-1.93,116.95,Asia/Makassar,9.2,0.55,Ringan,26.1,32.6,71,3.1,8.3,235,1010.2,9,23.2,0
CWC_20250630_PIT_A,2025-06-30 00:00:00,PIT_A,-1.95,116.85,Asia/Makassar,75,0.58,Lebat,26.6,31.4,73.4,0.8,3.7,83,1013.6,7.9,25,0
CWC_20250630_PIT_B,2025-06-30 00:00:00,PIT_B,-1.97,116.88,Asia/Makassar,24.8,0.04,Sedang,23.9,31.8,69.7,1.6,4.1,12,1006.7,9.6,21.7,0
CWC_20250630_ROAD_01,2025-06-30 00:00:00,ROAD_01,-1.96,116.9,Asia/Makassar,61.9,0.83,Lebat,23.1,30.8,81.7,4,7.5,299,1011.4,8.6,21.2,0
CWC_20250630_STOCKPILE,2025-06-30 00:00:00,STOCKPILE,-1.94,116.92,Asia/Makassar,5.3,0.01,Ringan,23.8,28.6,89.1,4.2,7,348,1009.2,6.6,20.9,0
CWC_20250630_PORT,2025-06-30 00:00:00,PORT,-1.93,116.95,Asia/Makassar,71.3,0.88,Lebat,24.3,30.3,91.8,3.3,6,278,1005.7,5.2,22.4,0
CWC_20250701_PIT_A,2025-07-01 00:00:00,PIT_A,-1.95,116.85,Asia/Makassar,10.1,0.23,Ringan,23.8,29.8,85.6,1.5,3.2,172,1010.9,9.1,22.5,0
CWC_20250701_PIT_B,2025-07-01 00:00:00,PIT_B,-1.97,116.88,Asia/Makassar,45.7,0.39,Sedang,24.1,30,82.3,2.1,8,346,1010.8,9.7,21.7,2
CWC_20250701_ROAD_01,2025-07-01 00:00:00,ROAD_01,-1.96,116.9,Asia/Makassar,79.8,0.49,Lebat,23.6,28.5,74.7,0.7,2.5,100,1014.9,7.8,20.6,0
CWC_20250701_STOCKPILE,2025-07-01 00:00:00,STOCKPILE,-1.94,116.92,Asia/Makassar,51.6,0.79,Lebat,24.2,28.2,75.6,3,6.6,234,1013,6.9,22,0
CWC_20250701_PORT,2025-07-01 00:00:00,PORT,-1.93,116.95,Asia/Makassar,38.8,0.36,Sedang,25.7,32.4,78.8,3.4,9,66,1008.7,5.4,24,0
CWC_20250702_PIT_A,2025-07-02 00:00:00,PIT_A,-1.95,116.85,Asia/Makassar,8.7,0.26,Ringan,24.3,30.1,72.6,1.1,4.6,321,1011.3,6.4,22.3,0
CWC_20250702_PIT_B,2025-07-02 00:00:00,PIT_B,-1.97,116.88,Asia/Makassar,5.6,0.23,Ringan,25.7,32.6,88.2,4.3,6.2,115,1006.7,5.8,23.9,0
CWC_20250702_ROAD_01,2025-07-02 00:00:00,ROAD_01,-1.96,116.9,Asia/Makassar,32.7,0.18,Sedang,24.7,31.8,71.7,4.3,5.8,73,1011.8,8.4,23.1,8
CWC_20250702_STOCKPILE,2025-07-02 00:00:00,STOCKPILE,-1.94,116.92,Asia/Makassar,36.3,0.76,Sedang,24.3,29.2,68.8,1.6,5.5,21,1006.9,6.2,22.8,8
CWC_20250702_PORT,2025-07-02 00:00:00,PORT,-1.93,116.95,Asia/Makassar,25.9,0.6,Sedang,26.1,30.8,70.7,4.2,10,103,1007,8.1,23.3,0
CWC_20250703_PIT_A,2025-07-03 00:00:00,PIT_A,-1.95,116.85,Asia/Makassar,21.6,0.42,Sedang,24.4,31.9,90.7,2.6,8.6,21,1012.1,5.8,22.5,0
CWC_20250703_PIT_B,2025-07-03 00:00:00,PIT_B,-1.97,116.88,Asia/Makassar,2.3,0.28,Ringan,23,29.5,66.9,3.7,7.6,46,1007.2,5.8,21.3,0
CWC_20250703_ROAD_01,2025-07-03 00:00:00,ROAD_01,-1.96,116.9,Asia/Makassar,42.4,0.85,Sedang,24.5,29.8,82.4,2.4,5.7,159,1006.1,7.2,23,0
CWC_20250703_STOCKPILE,2025-07-03 00:00:00,STOCKPILE,-1.94,116.92,Asia/Makassar,76.9,0.54,Lebat,26.8,33.2,85.7,1.4,4.7,116,1014.8,6.8,24.9,9
CWC_20250703_PORT,2025-07-03 00:00:00,PORT,-1.93,116.95,Asia/Makassar,26.2,0.83,Sedang,23.5,27.6,80.6,3.5,6.2,103,1008.5,5.3,21,0
CWC_20250704_PIT_A,2025-07-04 00:00:00,PIT_A,-1.95,116.85,Asia/Makassar,74.1,0.93,Lebat,24.5,29.1,87,0.9,6.2,255,1012.6,9.9,23,0
CWC_20250704_PIT_B,2025-07-04 00:00:00,PIT_B,-1.97,116.88,Asia/Makassar,52.8,0.46,Lebat,25.2,30.5,71.9,3,6.7,29,1011.8,8.8,23.9,0
CWC_20250704_ROAD_01,2025-07-04 00:00:00,ROAD_01,-1.96,116.9,Asia/Makassar,59.4,0.95,Lebat,25.7,31.4,89.1,2.5,5.2,159,1011.5,6.8,22.8,0
CWC_20250704_STOCKPILE,2025-07-04 00:00:00,STOCKPILE,-1.94,116.92,Asia/Makassar,23.8,0.04,Sedang,23.9,29.3,93.8,0.9,5.9,229,1006.1,8.9,21.9,0
CWC_20250704_PORT,2025-07-04 00:00:00,PORT,-1.93,116.95,Asia/Makassar,48.1,0.61,Sedang,26.3,33.3,79.9,1.3,3.7,200,1011.8,9.9,25.1,0
CWC_20250705_PIT_A,2025-07-05 00:00:00,PIT_A,-1.95,116.85,Asia/Makassar,75.8,0.27,Lebat,23.1,30.3,89.6,4.4,8.9,347,1007.6,5,20.6,0
CWC_20250705_PIT_B,2025-07-05 00:00:00,PIT_B,-1.97,116.88,Asia/Makassar,34.6,0.95,Sedang,23.6,30.8,74.4,2.2,7,299,1011.3,7.3,22.5,0
CWC_20250705_ROAD_01,2025-07-05 00:00:00,ROAD_01,-1.96,116.9,Asia/Makassar,63.3,0.39,Lebat,23.8,28.1,81,2.6,7.8,324,1008.8,8.1,21.4,0
CWC_20250705_STOCKPILE,2025-07-05 00:00:00,STOCKPILE,-1.94,116.92,Asia/Makassar,3.2,0.61,Ringan,24.8,30.8,86.9,2.9,6.6,24,1005.6,9.2,23.3,0
CWC_20250705_PORT,2025-07-05 00:00:00,PORT,-1.93,116.95,Asia/Makassar,17.7,0.41,Ringan,25.7,31.2,73.2,2.8,6.4,149,1010.3,8.9,23,0
CWC_20250706_PIT_A,2025-07-06 00:00:00,PIT_A,-1.95,116.85,Asia/Makassar,21.7,0.96,Sedang,23.7,31.3,84.8,4.4,6.9,330,1013.5,5.5,20.9,0
CWC_20250706_PIT_B,2025-07-06 00:00:00,PIT_B,-1.97,116.88,Asia/Makassar,41.2,0.27,Sedang,23.3,28.2,82.4,1.7,3,289,1014.2,7.7,21.4,0
CWC_20250706_ROAD_01,2025-07-06 00:00:00,ROAD_01,-1.96,116.9,Asia/Makassar,62.5,0.43,Lebat,24.8,30.3,71.9,2,4.6,79,1013.6,8.3,22.1,0
CWC_20250706_STOCKPILE,2025-07-06 00:00:00,STOCKPILE,-1.94,116.92,Asia/Makassar,16.3,0.04,Ringan,23.8,27.9,92,1.2,6.3,354,1011.9,6.4,21.1,0
CWC_20250706_PORT,2025-07-06 00:00:00,PORT,-1.93,116.95,Asia/Makassar,50.7,0.71,Lebat,23.8,30.6,90.1,0.7,5.5,212,1014.1,6,21.8,0
CWC_20250707_PIT_A,2025-07-07 00:00:00,PIT_A,-1.95,116.85,Asia/Makassar,14.7,0.84,Ringan,24.3,31.1,85,4,9.8,346,1006.8,9.9,22.9,0
CWC_20250707_PIT_B,2025-07-07 00:00:00,PIT_B,-1.97,116.88,Asia/Makassar,58.2,0.77,Lebat,24.9,32.5,79.3,0.5,3.2,77,1006,6.5,22.4,0
CWC_20250707_ROAD_01,2025-07-07 00:00:00,ROAD_01,-1.96,116.9,Asia/Makassar,13.4,0.42,Ringan,23.9,28.3,94.2,0.6,6.6,275,1007.7,8.1,21,0
CWC_20250707_STOCKPILE,2025-07-07 00:00:00,STOCKPILE,-1.94,116.92,Asia/Makassar,58.6,0.69,Lebat,24.2,31.1,74.3,3.3,6,152,1014.6,7.7,21.3,0
CWC_20250707_PORT,2025-07-07 00:00:00,PORT,-1.93,116.95,Asia/Makassar,24.6,0.1,Sedang,26.8,30.9,78.3,3.9,8.1,20,1005.1,6.9,24.9,0
CWC_20250708_PIT_A,2025-07-08 00:00:00,PIT_A,-1.95,116.85,Asia/Makassar,55.9,0.75,Lebat,23.2,27.3,85.6,3,8.9,253,1005.5,6.4,21.9,0
CWC_20250708_PIT_B,2025-07-08 00:00:00,PIT_B,-1.97,116.88,Asia/Makassar,66.6,0.03,Lebat,24.7,30.4,70.3,2.9,8.5,317,1009.2,7.5,22.9,0
CWC_20250708_ROAD_01,2025-07-08 00:00:00,ROAD_01,-1.96,116.9,Asia/Makassar,55.8,0.16,Lebat,24.4,30.1,84.8,1.9,5.1,153,1011.1,8.2,22.7,0
CWC_20250708_STOCKPILE,2025-07-08 00:00:00,STOCKPILE,-1.94,116.92,Asia/Makassar,73.4,0.86,Lebat,23.5,29.7,82.2,4.1,9,235,1010.3,8.5,22.2,10
CWC_20250708_PORT,2025-07-08 00:00:00,PORT,-1.93,116.95,Asia/Makassar,34.1,0.31,Sedang,25.4,32.5,67.3,2.7,7.8,342,1011.8,8.7,22.6,0
CWC_20250709_PIT_A,2025-07-09 00:00:00,PIT_A,-1.95,116.85,Asia/Makassar,35.2,0.69,Sedang,25.7,31.8,65.1,1.6,4.1,62,1009.3,9.8,23.4,0
CWC_20250709_PIT_B,2025-07-09 00:00:00,PIT_B,-1.97,116.88,Asia/Makassar,15.3,0.1,Ringan,25.2,29.3,67.3,0.8,3.5,114,1006.1,8.3,23.2,0
CWC_20250709_ROAD_01,2025-07-09 00:00:00,ROAD_01,-1.96,116.9,Asia/Makassar,25.8,0.44,Sedang,23.9,29.2,90.6,4.5,10.3,22,1011.3,5.4,21.1,0
CWC_20250709_STOCKPILE,2025-07-09 00:00:00,STOCKPILE,-1.94,116.92,Asia/Makassar,20,0.96,Sedang,24.7,31.3,89.9,2.2,4.2,355,1008.1,8.4,23.3,0
CWC_20250709_PORT,2025-07-09 00:00:00,PORT,-1.93,116.95,Asia/Makassar,58.3,0.8,Lebat,24.9,32.4,72.6,1,6.5,351,1009.9,8.9,23.8,0
CWC_20250710_PIT_A,2025-07-10 00:00:00,PIT_A,-1.95,116.85,Asia/Makassar,0.4,0.06,Ringan,24.3,30.7,90.6,3.7,6.1,163,1012.5,9.7,21.6,4
CWC_20250710_PIT_B,2025-07-10 00:00:00,PIT_B,-1.97,116.88,Asia/Makassar,10.8,0.37,Ringan,23.3,30.2,88.8,4,9.7,15,1008.4,5.6,21.9,0
CWC_20250710_ROAD_01,2025-07-10 00:00:00,ROAD_01,-1.96,116.9,Asia/Makassar,72.3,0.7,Lebat,23.4,27.4,88.6,2.1,3.7,211,1008.9,5.4,22.1,9
CWC_20250710_STOCKPILE,2025-07-10 00:00:00,STOCKPILE,-1.94,116.92,Asia/Makassar,52.8,0.26,Lebat,23.6,27.7,91,3.2,8.2,35,1007.8,5.4,21.1,0
CWC_20250710_PORT,2025-07-10 00:00:00,PORT,-1.93,116.95,Asia/Makassar,67,0.67,Lebat,26.8,32.9,87.2,0.8,4.7,18,1010.7,7.7,25.4,0
CWC_20250711_PIT_A,2025-07-11 00:00:00,PIT_A,-1.95,116.85,Asia/Makassar,65.3,0.81,Lebat,26.5,32.1,65.9,2.4,7.3,135,1010.3,6.7,24,0
CWC_20250711_PIT_B,2025-07-11 00:00:00,PIT_B,-1.97,116.88,Asia/Makassar,5.8,0.49,Ringan,25.5,31.2,91.4,2.8,3.9,356,1008.6,7,23.1,0
CWC_20250711_ROAD_01,2025-07-11 00:00:00,ROAD_01,-1.96,116.9,Asia/Makassar,41.2,0.18,Sedang,25,29.1,87.1,4.1,7.7,300,1010.1,7.6,22.1,0
CWC_20250711_STOCKPILE,2025-07-11 00:00:00,STOCKPILE,-1.94,116.92,Asia/Makassar,6.9,0.27,Ringan,26.5,33.6,71,3.7,6.9,126,1010.9,9.8,24.9,0
CWC_20250711_PORT,2025-07-11 00:00:00,PORT,-1.93,116.95,Asia/Makassar,31.8,0.02,Sedang,23.2,30.3,70.3,4.5,7.8,255,1005.9,5.1,20.3,0
CWC_20250712_PIT_A,2025-07-12 00:00:00,PIT_A,-1.95,116.85,Asia/Makassar,16.5,0.27,Ringan,24.8,29.7,74.2,2,6,354,1008.5,6.8,23.7,0
CWC_20250712_PIT_B,2025-07-12 00:00:00,PIT_B,-1.97,116.88,Asia/Makassar,54.8,0.92,Lebat,25.2,29.3,82.5,1.3,2.3,170,1006.4,10,23.3,0
CWC_20250712_ROAD_01,2025-07-12 00:00:00,ROAD_01,-1.96,116.9,Asia/Makassar,3.4,0.23,Ringan,25.6,31.6,91.6,3.3,5.6,230,1008.1,6.1,22.7,3
CWC_20250712_STOCKPILE,2025-07-12 00:00:00,STOCKPILE,-1.94,116.92,Asia/Makassar,21.1,0.99,Sedang,24,29.6,87.6,1.5,6,58,1013.1,5.5,22.4,0
CWC_20250712_PORT,2025-07-12 00:00:00,PORT,-1.93,116.95,Asia/Makassar,37.2,0.6,Sedang,24.3,29.4,92.7,4.1,9.3,226,1006.4,6.5,22.5,0
CWC_20250713_PIT_A,2025-07-13 00:00:00,PIT_A,-1.95,116.85,Asia/Makassar,25.9,0.65,Sedang,23.9,28.9,70.6,2.4,7.6,248,1005.8,8.4,21.8,0
CWC_20250713_PIT_B,2025-07-13 00:00:00,PIT_B,-1.97,116.88,Asia/Makassar,47.2,0.52,Sedang,23,29.6,72.6,2.5,7.9,116,1009.9,7,22,0
CWC_20250713_ROAD_01,2025-07-13 00:00:00,ROAD_01,-1.96,116.9,Asia/Makassar,29.4,0.96,Sedang,24,30.5,70.3,3.6,5.8,66,1007.5,5.3,22.8,0
CWC_20250713_STOCKPILE,2025-07-13 00:00:00,STOCKPILE,-1.94,116.92,Asia/Makassar,21.4,0.7,Sedang,23.4,28.8,79.4,2.6,8.4,329,1007.9,7.4,21.8,0
CWC_20250713_PORT,2025-07-13 00:00:00,PORT,-1.93,116.95,Asia/Makassar,27.3,0.55,Sedang,25.9,33.9,65.6,2,6.5,323,1010.2,5,23.9,0
CWC_20250714_PIT_A,2025-07-14 00:00:00,PIT_A,-1.95,116.85,Asia/Makassar,11.4,0.11,Ringan,23.7,28.3,81.8,3,6.4,83,1009,8,22,0
CWC_20250714_PIT_B,2025-07-14 00:00:00,PIT_B,-1.97,116.88,Asia/Makassar,51.8,0.39,Lebat,25.5,30.4,85.3,0.8,2.4,284,1012.7,6.9,23.3,0
CWC_20250714_ROAD_01,2025-07-14 00:00:00,ROAD_01,-1.96,116.9,Asia/Makassar,3.8,0.51,Ringan,25.1,30.3,74.4,3.4,5.7,105,1005.3,7.1,22.9,0
CWC_20250714_STOCKPILE,2025-07-14 00:00:00,STOCKPILE,-1.94,116.92,Asia/Makassar,48.8,0.95,Sedang,24.5,29,68.5,1.2,2.7,188,1006.3,6.5,22.4,0
CWC_20250714_PORT,2025-07-14 00:00:00,PORT,-1.93,116.95,Asia/Makassar,40.3,0.37,Sedang,26.6,31.5,88.1,0.9,4.8,85,1009.9,8.2,24.3,0
CWC_20250715_PIT_A,2025-07-15 00:00:00,PIT_A,-1.95,116.85,Asia/Makassar,37.2,0.06,Sedang,24.4,32,66.6,2.5,4.6,29,1008.8,9.1,22,10
CWC_20250715_PIT_B,2025-07-15 00:00:00,PIT_B,-1.97,116.88,Asia/Makassar,11.9,0.07,Ringan,26.4,32,74.3,4.1,9,318,1006.6,6.7,25.3,0
CWC_20250715_ROAD_01,2025-07-15 00:00:00,ROAD_01,-1.96,116.9,Asia/Makassar,79.1,0.32,Lebat,23.7,31,73.7,1.6,7.3,249,1011.1,6.1,21.4,0
CWC_20250715_STOCKPILE,2025-07-15 00:00:00,STOCKPILE,-1.94,116.92,Asia/Makassar,17.9,0.68,Ringan,23.8,28.3,72,0.6,4,331,1014.1,7.9,22.6,1
CWC_20250715_PORT,2025-07-15 00:00:00,PORT,-1.93,116.95,Asia/Makassar,52.4,0.43,Lebat,23.1,27.8,82.4,2.3,4.6,319,1009,6.3,21.1,0
CWC_20250716_PIT_A,2025-07-16 00:00:00,PIT_A,-1.95,116.85,Asia/Makassar,43.4,0.48,Sedang,23.1,28.8,84.4,4.3,9.7,334,1006.4,9.3,20.8,0
CWC_20250716_PIT_B,2025-07-16 00:00:00,PIT_B,-1.97,116.88,Asia/Makassar,20,0.21,Sedang,26,33.9,81.5,2.2,3.4,54,1014.1,8.6,23.6,0
CWC_20250716_ROAD_01,2025-07-16 00:00:00,ROAD_01,-1.96,116.9,Asia/Makassar,2.3,0.99,Ringan,25.1,30.3,91.4,2.3,5.2,279,1011.1,5.2,23.4,0
CWC_20250716_STOCKPILE,2025-07-16 00:00:00,STOCKPILE,-1.94,116.92,Asia/Makassar,21.7,0.5,Sedang,25.2,32.7,79.6,1.5,7.3,131,1009.4,5.9,24.1,0
CWC_20250716_PORT,2025-07-16 00:00:00,PORT,-1.93,116.95,Asia/Makassar,55,0.56,Lebat,23.9,30.6,80,3.3,6.9,219,1014.1,9.4,22.2,0
CWC_20250717_PIT_A,2025-07-17 00:00:00,PIT_A,-1.95,116.85,Asia/Makassar,67.2,0.08,Lebat,25.5,30.4,76.5,4,9.1,4,1008.5,6.3,22.6,0
